정류장명,위도,경도,관리부서,서비스아이디,권역
(구)세인고등학교,35.46724558,129.3256283,버스택시과,40117,울산광역시 울주군
(구)세인고등학교,35.46749904,129.3247411,버스택시과,40118,울산광역시 울주군
(주)SLT,35.56458241,129.1456345,버스택시과,30455,울산광역시 울주군
(주)TCT제2공장,35.46128879,129.333938,버스택시과,40121,울산광역시 울주군
(주)TCT제2공장,35.46103197,129.3341578,버스택시과,40122,울산광역시 울주군
(주)동영코엘스,35.56120824,129.1446301,버스택시과,30453,울산광역시 울주군
(주)로파,35.55697115,129.1511169,버스택시과,30451,울산광역시 울주군
(주)일성,35.42262518,129.3380171,버스택시과,15880,울산광역시 울주군
(주)일성,35.42247289,129.3382505,버스택시과,15879,울산광역시 울주군
(주)탑아이엔디,35.56064753,129.1535549,버스택시과,30457,울산광역시 울주군
(주)티씨티,35.41088471,129.3416182,버스택시과,15886,울산광역시 울주군
(주)티씨티,35.4110373,129.3417415,버스택시과,15885,울산광역시 울주군
23-6번지,35.50958869,129.0825252,버스택시과,66419,울산광역시 울주군
E편한세상,35.55873925,129.3032133,버스택시과,63112,울산광역시 중구
E편한세상,35.55896637,129.3040535,버스택시과,63110,울산광역시 중구
FCC삼거리,35.4904568,129.3576973,버스택시과,23543,울산광역시 남구
FCC삼거리,35.49049936,129.3575246,버스택시과,23544,울산광역시 남구
"GS마트,부산카톨릭대",35.24056975,129.0929175,버스운영과,57178,부산광역시
GS물류센터,35.3296283,129.0450952,교통과,59166,양산시
GS물류센터,35.32976155,129.0453744,교통과,59167,양산시
G마트,35.57749876,129.3110363,버스택시과,72102,울산광역시 중구
G마트,35.57748997,129.310879,버스택시과,72103,울산광역시 중구
KBS방송국앞,35.54373298,129.3250739,버스택시과,40523,울산광역시 남구
KBS방송국앞/울산병원,35.54475218,129.3251689,버스택시과,40524,울산광역시 남구
KCC산업단지입구,35.70345142,129.1952932,버스택시과,30363,울산광역시 울주군
KCC스위첸,35.58119489,129.3399541,버스택시과,11411,울산광역시 중구
KCC스위첸,35.58104144,129.34016,버스택시과,11410,울산광역시 중구
KCC울산공장,35.51882729,129.3979877,버스택시과,24249,울산광역시 동구
KCC울산공장,35.51872328,129.3977711,버스택시과,24250,울산광역시 동구
KCC인테리어,35.57938178,129.3233746,버스택시과,11713,울산광역시 중구
KCC인테리어,35.57946166,129.3232384,버스택시과,11712,울산광역시 중구
KG케미칼,35.4327474,129.3514905,버스택시과,15852,울산광역시 울주군
KG케미칼,35.4323129,129.3512224,버스택시과,15851,울산광역시 울주군
"KTX울산역(3000, 3100)",35.55064862,129.1388408,버스택시과,15413,울산광역시 울주군
LG온산공장,35.42817934,129.3332721,버스택시과,15860,울산광역시 울주군
LG온산공장,35.42838638,129.3330496,버스택시과,15859,울산광역시 울주군
LG진로아파트,35.5858688,129.3660891,버스택시과,25702,울산광역시 북구
LG진로아파트,35.5856997,129.3658864,버스택시과,25701,울산광역시 북구
"LH2단지,호반베르디움",35.55956058,129.2927472,버스택시과,30963,울산광역시 중구
"LH2단지,호반베르디움",35.56054311,129.2929674,버스택시과,30962,울산광역시 중구
"LH2단지,호반베르디움",35.56097153,129.2924236,버스택시과,30964,울산광역시 중구
LS사택,35.43064821,129.3129686,버스택시과,77708,울산광역시 울주군
LS사택,35.43059678,129.3127653,버스택시과,77709,울산광역시 울주군
LX하우시스,35.45414161,129.2914939,버스택시과,22319,울산광역시 울주군
LX하우시스,35.45402477,129.2913745,버스택시과,22318,울산광역시 울주군
MBC앞,35.56033316,129.33224,버스택시과,11506,울산광역시 중구
S-oil동문입구,35.44257172,129.3503702,버스택시과,15865,울산광역시 울주군
S-oil동문입구,35.44259239,129.3506392,버스택시과,15866,울산광역시 울주군
S-oil정문,35.44659771,129.3343787,버스택시과,40127,울산광역시 울주군
S-oil정문,35.44639356,129.3350335,버스택시과,40128,울산광역시 울주군
S-oil후문,35.45011306,129.3461066,버스택시과,15832,울산광역시 울주군
S-oil후문,35.45013277,129.3458341,버스택시과,15831,울산광역시 울주군
SJG세종,35.56945026,129.3675712,버스택시과,25912,울산광역시 북구
SJG세종,35.56943639,129.3673599,버스택시과,25911,울산광역시 북구
SKC앞,35.49229305,129.3618441,버스택시과,23537,울산광역시 남구
SKC앞,35.4921701,129.3617827,버스택시과,23538,울산광역시 남구
SK공장앞,35.50275342,129.3106032,버스택시과,40358,울산광역시 남구
SK공장앞,35.50282867,129.3116985,버스택시과,40357,울산광역시 남구
SK스포츠센터앞,35.52276706,129.3302279,버스택시과,74501,울산광역시 남구
SK스포츠센터앞,35.52290069,129.3302808,버스택시과,74502,울산광역시 남구
SK에너지앞,35.49363454,129.3809381,버스택시과,23532,울산광역시 남구
SK에너지앞,35.49369552,129.381053,버스택시과,23531,울산광역시 남구
SK옹기마을 셀프주유소 앞,35.43415601,129.281308,버스택시과,31525,울산광역시 울주군
SK정문앞,35.50995668,129.344484,버스택시과,23504,울산광역시 남구
SK정문앞,35.51004845,129.344225,버스택시과,23503,울산광역시 남구
SK케미칼앞,35.46916849,129.3583045,버스택시과,23520,울산광역시 남구
SK케미칼앞,35.46906596,129.359583,버스택시과,23519,울산광역시 남구
SK후문앞,35.50260505,129.3423344,버스택시과,23546,울산광역시 남구
SK후문앞,35.50258697,129.3410071,버스택시과,23505,울산광역시 남구
SK후문앞,35.50501005,129.3422837,버스택시과,23506,울산광역시 남구
U스타시티 일동미라주,35.65229968,129.3538233,버스택시과,71427,울산광역시 북구
U스타시티일동미라주,35.65270601,129.3537876,버스택시과,71428,울산광역시 북구
가대구회관앞,35.60913461,129.3116805,버스택시과,14520,울산광역시 중구
가대구회관앞,35.60911184,129.3115291,버스택시과,14519,울산광역시 북구
가대입구,35.6110984,129.3115642,버스택시과,14517,울산광역시 북구
가대입구,35.61100919,129.3116909,버스택시과,14518,울산광역시 북구
가대회관앞,35.60445948,129.3141912,버스택시과,14521,울산광역시 중구
가대회관앞,35.60475877,129.3138983,버스택시과,14522,울산광역시 북구
가상정류소,35.59830564,129.3729985,버스택시과,,울산광역시 북구
가상정류소,35.62365162,129.3671642,버스택시과,,울산광역시 북구
가상정류소,35.60340378,129.3726305,버스택시과,,울산광역시 북구
가상정류소,35.59826564,129.3726277,버스택시과,,울산광역시 북구
가상정류소,35.62358662,129.3668036,버스택시과,,울산광역시 북구
가상정류소,35.60332755,129.3722553,버스택시과,,울산광역시 북구
가상정류장 A,35.58108706,129.3425937,버스택시과,,울산광역시 중구
가상정류장 B,35.58275563,129.3413518,버스택시과,,울산광역시 중구
가상정류장 C,35.54573818,129.3258732,버스택시과,,울산광역시 남구
가상정류장 D,35.54459813,129.3214441,버스택시과,,울산광역시 남구
가압장입구,35.5086919,129.323904,버스택시과,40353,울산광역시 남구
가압장입구,35.50834238,129.3238207,버스택시과,40354,울산광역시 남구
가온고,35.55328491,129.3436305,버스택시과,11102,울산광역시 중구
가온고,35.55315958,129.3435882,버스택시과,11101,울산광역시 중구
가정마을,35.69401313,129.1940375,버스택시과,30303,울산광역시 울주군
가정마을,35.69187018,129.1938269,버스택시과,30304,울산광역시 울주군
가지산온천,35.62080745,129.0490486,버스택시과,30235,울산광역시 울주군
가천,35.52284318,129.0960355,버스택시과,30158,울산광역시 울주군
가천,35.52272313,129.0957649,버스택시과,30157,울산광역시 울주군
가천회관,35.53184403,129.0906008,버스택시과,30149,울산광역시 울주군
가천회관,35.53164906,129.0906121,버스택시과,30148,울산광역시 울주군
간월사앞,35.55485151,129.0747782,버스택시과,15324,울산광역시 울주군
간월사앞,35.55466924,129.0748271,버스택시과,15393,울산광역시 울주군
간월입구,35.55716742,129.0725844,버스택시과,15321,울산광역시 울주군
간월입구,35.55713549,129.0728214,버스택시과,15322,울산광역시 울주군
간절곶,35.35942564,129.3552643,버스택시과,23313,울산광역시 울주군
간절곶,35.35979625,129.3552893,버스택시과,23314,울산광역시 울주군
간절곶공영주차장,35.36390661,129.3566238,버스택시과,23332,울산광역시 울주군
간절곶공영주차장,35.36378694,129.3565739,버스택시과,23331,울산광역시 울주군
간절곶회센터,35.36393026,129.357767,버스택시과,23355,울산광역시 울주군
간절곶회센터,35.36396795,129.357784,버스택시과,23354,울산광역시 울주군
갈전,35.61743932,129.1247986,버스택시과,15116,울산광역시 울주군
갈전,35.61751021,129.1246343,버스택시과,15115,울산광역시 울주군
갈티마을입구,35.52730095,129.2731509,버스택시과,22408,울산광역시 남구
갈티마을입구,35.52705626,129.2731054,버스택시과,22407,울산광역시 남구
갈현마을회관,35.52352858,129.2890292,버스택시과,22411,울산광역시 남구
갈현마을회관,35.52462487,129.288066,버스택시과,22412,울산광역시 남구
감림산기도원입구,35.45901516,129.0784438,교통과,59255,양산시
감림산기도원입구,35.45917857,129.0788258,교통과,59256,양산시
감시국사택,35.35553808,129.2953601,버스택시과,77405,울산광역시 울주군
감시국사택,35.35542867,129.2955077,버스택시과,77406,울산광역시 울주군
강남고등학교,35.54679697,129.3186668,버스택시과,63508,울산광역시 남구
강남고등학교,35.54694362,129.3186878,버스택시과,63507,울산광역시 남구
강남초등학교,35.5358198,129.3205483,버스택시과,40410,울산광역시 남구
강남초등학교,35.53527903,129.319787,버스택시과,40409,울산광역시 남구
강남파크,35.51668308,129.3153678,버스택시과,75303,울산광역시 남구
강당경로당,35.52440601,129.0936868,버스택시과,31627,울산광역시 울주군
강당경로당,35.52449886,129.0936589,버스택시과,31626,울산광역시 울주군
강당회관,35.52410028,129.0946874,버스택시과,31625,울산광역시 울주군
강당회관,35.52421243,129.0947152,버스택시과,31624,울산광역시 울주군
강동동행정복지센터,35.61325548,129.4455283,버스택시과,26320,울산광역시 북구
강동동행정복지센터,35.61346985,129.4455696,버스택시과,26319,울산광역시 북구
강동서희스타힐스,35.63635185,129.4376272,버스택시과,26371,울산광역시 북구
강동서희스타힐스,35.63643275,129.4377484,버스택시과,26372,울산광역시 북구
강동중학교,35.6285873,129.437665,버스택시과,26356,울산광역시 북구
강동중학교,35.62896219,129.4373625,버스택시과,26355,울산광역시 북구
강동초등학교,35.63190882,129.437008,버스택시과,26367,울산광역시 북구
강동초등학교,35.63174523,129.4372445,버스택시과,26366,울산광역시 북구
강동해수탕앞,35.6135391,129.4504566,버스택시과,27902,울산광역시 북구
강동해수탕앞,35.61331588,129.4509066,버스택시과,27901,울산광역시 북구
강변공영주차장,35.552359,129.3207467,버스택시과,21609,울산광역시 중구
강변그린빌,35.55707799,129.2633472,버스택시과,76001,울산광역시 남구
강변그린빌(종점),35.55712799,129.2633859,버스택시과,76003,울산광역시 울주군
강변벽산아파트앞,35.54554292,129.3399763,버스택시과,31712,울산광역시 남구
강변벽산아파트앞,35.5449638,129.3396453,버스택시과,31711,울산광역시 남구
강변이편한세상,35.55443503,129.3477622,버스택시과,11104,울산광역시 중구
강변이편한세상,35.55466941,129.346563,버스택시과,11105,울산광역시 중구
강변효성해링턴,35.55689131,129.3534725,버스택시과,14804,울산광역시 북구
강양,35.39174588,129.3450879,버스택시과,67237,울산광역시 울주군
강양입구,35.39651412,129.3353183,버스택시과,67231,울산광역시 울주군
강양입구,35.39664709,129.3354218,버스택시과,67232,울산광역시 울주군
강원마트,35.55632279,129.3139792,버스택시과,63111,울산광역시 중구
개말,35.60293181,129.1354473,버스택시과,15121,울산광역시 울주군
개말,35.60298836,129.1355808,버스택시과,15122,울산광역시 울주군
개산,35.493866,129.2933654,버스택시과,15828,울산광역시 울주군
개산,35.49383056,129.2932089,버스택시과,15827,울산광역시 울주군
개산교앞,35.49569082,129.2918128,버스택시과,15826,울산광역시 울주군
개산교앞,35.49531124,129.2918009,버스택시과,15825,울산광역시 울주군
개산입구,35.48997866,129.3018803,버스택시과,15830,울산광역시 울주군
개산입구,35.48986194,129.3018852,버스택시과,15829,울산광역시 울주군
개운중.효암고,35.41317975,129.1690761,교통과,30545,양산시
개운중.효암고,35.41279476,129.1688978,교통과,30546,양산시
개운초등학교입구,35.51410716,129.3111635,버스택시과,75406,울산광역시 남구
개운초등학교입구,35.51409203,129.3112664,버스택시과,75405,울산광역시 남구
개운포 경상좌수영성,35.4772596,129.3464653,버스택시과,23516,울산광역시 남구
개운포 경상좌수영성,35.47673561,129.346362,버스택시과,23515,울산광역시 남구
개운포역,35.50775634,129.3214356,버스택시과,40427,울산광역시 남구
개운포역,35.50761888,129.3218912,버스택시과,40426,울산광역시 남구
개운포역(종점),35.50777557,129.321477,버스택시과,40424,울산광역시 남구
개천마을,35.33927526,129.2856706,버스택시과,15966,울산광역시 울주군
개천마을,35.33930863,129.2855684,버스택시과,15965,울산광역시 울주군
거남마을,35.45449323,129.3186234,버스택시과,77733,울산광역시 울주군
거남마을,35.45459627,129.3187624,버스택시과,77605,울산광역시 울주군
거리동회관,35.59002952,129.0764698,버스택시과,15306,울산광역시 울주군
거리동회관,35.59002901,129.0763213,버스택시과,15305,울산광역시 울주군
검단공원,35.45870157,129.1802974,버스택시과,66006,울산광역시 울주군
검단공원,35.45840171,129.1800836,버스택시과,66005,울산광역시 울주군
검단마을,35.45622239,129.1846352,버스택시과,65903,울산광역시 울주군
검단마을,35.45621058,129.1849097,버스택시과,15705,울산광역시 울주군
검단마을,35.45611044,129.1848295,버스택시과,15706,울산광역시 울주군
검단마을,35.4562068,129.1849443,버스택시과,65904,울산광역시 울주군
검단마을회관앞,35.46026512,129.1836069,버스택시과,66007,울산광역시 울주군
검단마을회관앞,35.4601659,129.1837947,버스택시과,66008,울산광역시 울주군
검단분교,35.45824922,129.177138,버스택시과,15710,울산광역시 울주군
검단분교,35.45822438,129.1773093,버스택시과,15709,울산광역시 울주군
검단분교,35.45808015,129.1771444,버스택시과,66003,울산광역시 울주군
검단분교,35.45807817,129.177296,교통행정과,66009,울산광역시 울주군
경남아너스빌,35.57126825,129.1253753,교통행정과,15606,울산광역시 울주군
경남아너스빌,35.57147125,129.1249372,버스택시과,15602,울산광역시 울주군
경남아너스빌,35.57117221,129.1252005,버스택시과,15605,울산광역시 울주군
경남아너스빌,35.57163368,129.1242709,버스택시과,15604,울산광역시 울주군
경남요업 앞,35.43596286,129.2821324,버스택시과,31526,울산광역시 울주군
경남한신아파트,35.23582763,129.0917651,버스운영과,57148,부산광역시
경남한신아파트,35.23657582,129.0922178,버스운영과,57159,부산광역시
경동청구,35.56952832,129.1083787,버스택시과,30238,울산광역시 울주군
경동청구,35.5687902,129.1085788,버스택시과,30237,울산광역시 울주군
경동탕,35.33841198,129.0386185,교통과,59134,양산시
경동탕,35.33835547,129.0384546,교통과,59133,양산시
경의고등학교,35.58784004,129.0931419,버스택시과,30221,울산광역시 울주군
경의고등학교,35.58821754,129.0928735,버스택시과,30222,울산광역시 울주군
경찰청,35.57233827,129.3148189,버스택시과,23904,울산광역시 중구
경찰청,35.57322206,129.314893,버스택시과,23903,울산광역시 중구
경찰청,35.57410088,129.3154642,버스택시과,23909,울산광역시 중구
경찰청,35.57450362,129.3159583,버스택시과,23910,울산광역시 중구
계당,35.70728836,129.2043459,버스택시과,15203,울산광역시 울주군
계당,35.70757233,129.204461,버스택시과,15204,울산광역시 울주군
계당마을회관,35.70988043,129.2027496,버스택시과,15387,울산광역시 울주군
계당마을회관,35.70994511,129.2028617,버스택시과,15386,울산광역시 울주군
계룡리슈빌,35.56238382,129.1143897,버스택시과,77101,울산광역시 울주군
계룡리슈빌,35.56208642,129.1144591,버스택시과,15434,울산광역시 울주군
계명마을,35.71237358,129.1962503,버스택시과,30351,울산광역시 울주군
계명마을,35.71229522,129.1963743,버스택시과,30352,울산광역시 울주군
계비고개,35.5602968,129.329126,버스택시과,40515,울산광역시 중구
고강리,35.70478517,129.0585053,교통행정과,3018,경주시
고강리,35.70313513,129.059031,교통행정과,3019,경주시
고동골,35.58048745,129.1322777,버스택시과,30343,울산광역시 울주군
고동골,35.5817647,129.1326902,버스택시과,30344,울산광역시 울주군
고려제강,35.60520475,129.0748621,버스택시과,15455,울산광역시 울주군
고려제강양산공장,35.3836468,129.0502918,교통과,2668,양산시
고려제강양산공장,35.38374271,129.0501092,교통과,3442,양산시
고리스포츠문화센터(기점),35.3296805,129.2850554,버스운영과,77513,부산광역시
고리스포츠문화센터(종점),35.32962596,129.2858999,버스운영과,77509,부산광역시
고사골입구,35.62279199,129.1525472,버스택시과,30349,울산광역시 울주군
고사골입구,35.62270828,129.152756,버스택시과,30350,울산광역시 울주군
고속도휴게소,35.59712384,129.1360452,버스택시과,30338,울산광역시 울주군
고속도휴게소,35.59639017,129.1353693,버스택시과,30337,울산광역시 울주군
고속버스터미널/외식명가 삼산정,35.53832202,129.3398844,버스택시과,31716,울산광역시 남구
고속버스터미널앞,35.53771055,129.3396219,버스택시과,31715,울산광역시 남구
고속지하도,35.65290702,129.1686181,버스택시과,20701,울산광역시 울주군
고속지하도,35.65304789,129.1687615,버스택시과,20702,울산광역시 울주군
고연국밥,35.44556098,129.17339,버스택시과,76808,울산광역시 울주군
고연국밥,35.44554064,129.1735196,버스택시과,76809,울산광역시 울주군
고원1차아파트,35.33216811,129.2830387,버스운영과,15968,부산광역시
고원1차아파트,35.33235506,129.2829858,버스운영과,15967,부산광역시
고원3차아파트,35.33777219,129.2850385,버스운영과,77502,부산광역시
고원3차아파트,35.33771853,129.2848751,버스운영과,77501,부산광역시
고중마을,35.60262836,129.1294533,버스택시과,30372,울산광역시 울주군
고중마을,35.60272885,129.129551,버스택시과,30373,울산광역시 울주군
고하,35.6049992,129.1418893,버스택시과,30331,울산광역시 울주군
고하입구,35.60497572,129.1421962,버스택시과,30332,울산광역시 울주군
고헌중학교,35.59938293,129.3616499,버스택시과,40392,울산광역시 북구
고헌중학교,35.5993536,129.3614459,버스택시과,40393,울산광역시 북구
고헌초등학교,35.60130421,129.3705162,버스택시과,40386,울산광역시 북구
곡리마을,35.60566983,129.3658645,버스택시과,40388,울산광역시 북구
곡리마을,35.60606202,129.3659671,버스택시과,40380,울산광역시 북구
골드클래스,35.58813473,129.3440216,버스택시과,11408,울산광역시 중구
골드클래스,35.58829133,129.3439035,버스택시과,11409,울산광역시 중구
공공산후조리원,35.63168654,129.3638445,버스택시과,25339,울산광역시 북구
공공산후조리원,35.63127638,129.3644195,버스택시과,25330,울산광역시 북구
공구월드앞,35.53601769,129.3421599,버스택시과,23201,울산광역시 남구
공구월드앞,35.53627558,129.3423681,버스택시과,23202,울산광역시 남구
공단중기앞,35.43872595,129.3312767,버스택시과,31609,울산광역시 울주군
공단중기앞,35.43874165,129.330977,버스택시과,31610,울산광역시 울주군
공암,35.53035442,129.1024332,버스택시과,30125,울산광역시 울주군
공암,35.39527906,129.0557202,교통과,59191,양산시
공암,35.53051113,129.1029835,버스택시과,30126,울산광역시 울주군
공암마을,35.3952548,129.0558826,교통과,59192,양산시
공암입구,35.64550989,129.4415754,버스택시과,26302,울산광역시 북구
공암입구,35.64551273,129.4413924,버스택시과,26301,울산광역시 북구
공업탑,35.53301001,129.3097744,버스택시과,40404,울산광역시 남구
공업탑,35.53278625,129.310296,버스택시과,40403,울산광역시 남구
공업탑,35.53287975,129.3093548,버스택시과,40402,울산광역시 남구
공업탑,35.53266291,129.3098557,버스택시과,40401,울산광역시 남구
공원묘지입구,35.5371085,129.2791456,버스택시과,40601,울산광역시 남구
공원묘지입구,35.53808635,129.2784352,버스택시과,40602,울산광역시 남구
공촌,35.54966369,129.1627813,버스택시과,30417,울산광역시 울주군
공촌,35.54981326,129.1628891,버스택시과,30418,울산광역시 울주군
과학대정문,35.49787036,129.4177703,버스택시과,70703,울산광역시 동구
과학대후문,35.54122876,129.2553021,버스택시과,65503,울산광역시 남구
관동,35.44376181,129.1732944,버스택시과,15717,울산광역시 울주군
관동,35.44394558,129.1734162,버스택시과,15718,울산광역시 울주군
관문성입구,35.65306032,129.3143141,버스택시과,14208,울산광역시 북구
관문성입구,35.65300462,129.3142001,버스택시과,14207,울산광역시 북구
관성,35.6637178,129.4502907,교통행정과,2015,경주시
관성,35.66364872,129.450461,교통행정과,2016,경주시
관성입구,35.66442918,129.4500489,교통행정과,2013,경주시
관성입구,35.66436439,129.45022,교통행정과,2014,경주시
관음사입구,35.66749142,129.1682417,버스택시과,30439,울산광역시 울주군
관음사입구,35.66730021,129.1682213,버스택시과,30440,울산광역시 울주군
관정마을,35.58851422,129.1311112,버스택시과,30375,울산광역시 울주군
관정마을,35.58842153,129.1312068,버스택시과,30374,울산광역시 울주군
광로교,35.53245338,129.3311786,버스택시과,23607,울산광역시 남구
광로교,35.53270982,129.3310151,버스택시과,23608,울산광역시 남구
광명교회,35.50639978,129.427955,버스택시과,70503,울산광역시 동구
광명교회,35.50638265,129.4278406,버스택시과,70504,울산광역시 동구
광장교회,35.641752,129.3575523,버스택시과,71702,울산광역시 북구
광장교회,35.64193339,129.3575363,버스택시과,71701,울산광역시 북구
괴천,35.45077829,129.175684,버스택시과,15716,울산광역시 울주군
괴천,35.45083599,129.1755567,버스택시과,15715,울산광역시 울주군
괴천다리,35.44765274,129.17434,버스택시과,76807,울산광역시 울주군
괴천다리,35.44774109,129.1741924,버스택시과,76806,울산광역시 울주군
괴천삼거리,35.45334629,129.1798219,버스택시과,15708,울산광역시 울주군
괴천삼거리,35.45345024,129.1797479,버스택시과,15707,울산광역시 울주군
"교동주공,계룡리슈빌입구",35.56100505,129.1163194,버스택시과,15436,울산광역시 울주군
"교동주공,계룡리슈빌입구",35.56080684,129.1160115,버스택시과,15435,울산광역시 울주군
교동주공아파트,35.55984789,129.113888,버스택시과,15432,울산광역시 울주군
교동주공아파트,35.56002037,129.1137813,버스택시과,15431,울산광역시 울주군
교육원입구,35.4845872,129.1228051,버스택시과,24380,울산광역시 울주군
교육원입구,35.48437576,129.1218906,버스택시과,24381,울산광역시 울주군
구 점촌교입구,35.56725009,129.2335323,버스택시과,20431,울산광역시 울주군
구 점촌교입구,35.56711291,129.2333797,버스택시과,20430,울산광역시 울주군
구.동면초등학교,35.32044519,129.0650445,교통과,59234,양산시
구.동면초등학교,35.32063651,129.0650844,교통과,59232,양산시
구남군부대앞,35.58883616,129.4298785,버스택시과,14009,울산광역시 북구
구남군부대앞,35.58883494,129.4297447,버스택시과,14010,울산광역시 북구
구남마을,35.59225705,129.4298344,버스택시과,26328,울산광역시 북구
구남마을,35.59225177,129.4296179,버스택시과,26327,울산광역시 북구
구량마을,35.61838022,129.1433444,버스택시과,30476,울산광역시 울주군
구량마을,35.61831496,129.1431987,버스택시과,30477,울산광역시 울주군
구량천전,35.61690732,129.1492874,버스택시과,30323,울산광역시 울주군
구량천전,35.61688605,129.1495324,버스택시과,30324,울산광역시 울주군
구룡삼거리,35.60893538,129.2796016,버스택시과,21319,울산광역시 울주군
구룡삼거리,35.60853953,129.2798039,버스택시과,21320,울산광역시 울주군
구룡회관,35.61216933,129.2798473,버스택시과,21318,울산광역시 울주군
구룡회관,35.6113588,129.2798575,버스택시과,21317,울산광역시 울주군
구법원,35.53747723,129.2878658,버스택시과,74202,울산광역시 남구
구법원,35.53746592,129.2876313,버스택시과,74201,울산광역시 남구
구수리회관,35.54423757,129.1508535,버스택시과,31422,울산광역시 울주군
구수리회관,35.54429287,129.1510368,버스택시과,31423,울산광역시 울주군
구암마을,35.57518955,129.4523687,버스택시과,27923,울산광역시 북구
구암마을,35.57538749,129.452595,버스택시과,27924,울산광역시 북구
구언양버스터미널,35.56314239,129.1273669,버스택시과,30348,울산광역시 울주군
구언양버스터미널,35.56310996,129.1269705,버스택시과,30347,울산광역시 울주군
구역전시장,35.55809068,129.3274759,버스택시과,73304,울산광역시 중구
구역전시장앞,35.55641723,129.3278355,버스택시과,21406,울산광역시 중구
구영교,35.56067888,129.248535,버스택시과,40216,울산광역시 울주군
구영교,35.56028288,129.2485135,버스택시과,40215,울산광역시 울주군
구영리입구,35.57138943,129.2325385,버스택시과,40243,울산광역시 울주군
구영리입구,35.57078545,129.2327054,버스택시과,20744,울산광역시 울주군
구영리입구,35.57145092,129.2327456,버스택시과,40242,울산광역시 울주군
구영리입구,35.57109161,129.2330063,버스택시과,20402,울산광역시 울주군
구영회차지(기점),35.56378666,129.2513738,버스택시과,20432,울산광역시 울주군
구영회차지(기점)-1,35.56374833,129.2513755,버스택시과,20434,울산광역시 울주군
구영회차지(종점),35.56382374,129.2510771,버스택시과,20433,울산광역시 울주군
구터미널,35.34389926,129.0353159,교통과,4420,양산시
구터미널,35.34370045,129.0353731,교통과,4421,양산시
국민요양병원,35.52732563,129.3307342,버스택시과,40534,울산광역시 남구
국민은행사거리,35.55503388,129.3174445,버스택시과,66802,울산광역시 중구
국민은행앞,35.55548188,129.318472,버스택시과,66810,울산광역시 중구
국민청소년수련관,35.7412246,129.0611222,교통행정과,3028,경주시
국민청소년수련관,35.74065172,129.0609371,교통행정과,3029,경주시
국토정보공사,35.57535673,129.3088403,버스택시과,11804,울산광역시 중구
국토정보공사,35.57514547,129.3089015,버스택시과,11803,울산광역시 중구
군부대앞,35.637895,129.440261,버스택시과,26354,울산광역시 북구
군부대앞,35.63784336,129.4400304,버스택시과,26353,울산광역시 북구
굴화마을,35.55772701,129.2577057,버스택시과,40221,울산광역시 울주군
굴화마을,35.5578234,129.2586997,버스택시과,40222,울산광역시 울주군
굴화주공 아파트앞,35.55529762,129.2639748,버스택시과,40223,울산광역시 남구
굴화주공 아파트앞,35.55547803,129.2642112,버스택시과,40224,울산광역시 남구
굿모닝힐,35.57777825,129.2398033,버스택시과,20424,울산광역시 울주군
굿모닝힐,35.57748329,129.239977,버스택시과,20423,울산광역시 울주군
궁근정,35.6168521,129.0669399,버스택시과,30280,울산광역시 울주군
궁근정,35.61680982,129.066793,버스택시과,30281,울산광역시 울주군
궁근정,35.61617392,129.0673485,버스택시과,30208,울산광역시 울주군
궁근정,35.61612275,129.0672323,버스택시과,30207,울산광역시 울주군
궁근정새동네,35.61819073,129.0685535,버스택시과,30248,울산광역시 울주군
궁근정새동네,35.61800736,129.0684594,버스택시과,30249,울산광역시 울주군
궁도장,35.56817504,129.3153019,버스택시과,23905,울산광역시 중구
궁도장,35.56832223,129.3154964,버스택시과,23906,울산광역시 중구
궁평,35.59711745,129.0856922,버스택시과,30218,울산광역시 울주군
궁평,35.59696156,129.085629,버스택시과,30217,울산광역시 울주군
귀신고래바위,35.57690312,129.292204,버스택시과,62100,울산광역시 중구
귀신고래바위,35.57698966,129.2922653,버스택시과,62109,울산광역시 중구
귀지마을앞,35.42373603,129.2665535,버스택시과,15915,울산광역시 울주군
귀지마을앞,35.42368534,129.2667272,버스택시과,15916,울산광역시 울주군
귀지마을회관,35.42691586,129.2653578,버스택시과,15913,울산광역시 울주군
귀지마을회관,35.42696755,129.265484,버스택시과,15914,울산광역시 울주군
그랜드볼링장,35.4080157,129.1654964,교통과,30550,양산시
그랜드볼링장,35.40789382,129.1652792,교통과,30549,양산시
그린카운티 2차,35.6326397,129.3249795,버스택시과,61805,울산광역시 북구
그린카운티 2차,35.63309954,129.3250218,버스택시과,61804,울산광역시 북구
그린카운티입구,35.63049329,129.3253861,버스택시과,61803,울산광역시 북구
그린카운티입구,35.63066832,129.3254427,버스택시과,14501,울산광역시 북구
극동스타클래스,35.64017932,129.3483162,버스택시과,25527,울산광역시 북구
극동스타클래스,35.64075944,129.3484405,버스택시과,25528,울산광역시 북구
극동스타클래스,35.5448986,129.3233035,버스택시과,22807,울산광역시 남구
극동스타클래스,35.54500634,129.3229905,버스택시과,63610,울산광역시 남구
근로복지공단 산업인력공단,35.56477018,129.3137679,버스택시과,11417,울산광역시 중구
근로복지공단 산업인력공단,35.5645911,129.313709,버스택시과,11416,울산광역시 중구
금강기계공업,35.56429202,129.3770629,버스택시과,26407,울산광역시 북구
금강아파트앞,35.50249166,129.4166527,버스택시과,27119,울산광역시 동구
금강아파트앞,35.50239789,129.4168243,버스택시과,27120,울산광역시 동구
