정류장명,위도,경도,관리부서,서비스아이디,권역
동부주공아파트,35.57182557,129.1223202,버스택시과,15616,울산광역시 울주군
동부주공아파트,35.57168646,129.1222371,버스택시과,15603,울산광역시 울주군
동산,35.61617946,129.3298468,버스택시과,14405,울산광역시 북구
동산,35.61629327,129.3299965,버스택시과,14406,울산광역시 북구
동상주유소,35.4194635,129.2948351,버스택시과,67207,울산광역시 울주군
동상주유소,35.41971285,129.2950536,버스택시과,67206,울산광역시 울주군
동상회관,35.41910996,129.2900368,버스택시과,67203,울산광역시 울주군
동상회관,35.4192374,129.2899213,버스택시과,67204,울산광역시 울주군
동서그린아파트,35.52968521,129.3268227,버스택시과,64308,울산광역시 남구
동서그린아파트앞,35.52955296,129.3268109,버스택시과,64307,울산광역시 남구
동서오거리,35.53069668,129.3152811,버스택시과,31204,울산광역시 남구
동서오거리,35.5306971,129.3144092,버스택시과,31203,울산광역시 남구
동아청구아파트앞,35.58866614,129.3660918,버스택시과,71102,울산광역시 북구
동아청구아파트앞,35.58880968,129.3659004,버스택시과,71101,울산광역시 북구
동우HST,35.60783885,129.0741715,버스택시과,15457,울산광역시 울주군
동울산시장,35.50901285,129.4250368,버스택시과,60501,울산광역시 동구
동울산시장,35.5090379,129.4251692,버스택시과,60502,울산광역시 동구
동울산우체국,35.51160565,129.4307712,버스택시과,24226,울산광역시 동구
동울산우체국,35.51117712,129.4297757,버스택시과,70404,울산광역시 동구
동울산우체국,35.51113188,129.4298613,버스택시과,70403,울산광역시 동구
동울산우체국,35.51162475,129.43055,버스택시과,24225,울산광역시 동구
동원 로얄듀크2차,35.56215121,129.2935621,버스택시과,11422,울산광역시 중구
동원 로얄듀크2차,35.56231613,129.2936054,버스택시과,11423,울산광역시 중구
"동원1차,에일린3차",35.56346137,129.3040885,버스운영과,11436,울산광역시 중구
"동원1차,에일린3차",35.5636245,129.3040394,버스택시과,11437,울산광역시 중구
동원로얄정문,35.56028323,129.2944136,버스택시과,30965,울산광역시 중구
동원로얄정문,35.5606296,129.2956531,버스택시과,30966,울산광역시 중구
동원아파트앞,35.43966546,129.3059687,버스택시과,77702,울산광역시 울주군
동원아파트앞,35.44032291,129.3076617,버스택시과,22301,울산광역시 울주군
동원아파트앞,35.43908297,129.3062136,버스택시과,77701,울산광역시 울주군
동원아파트입구,35.44102115,129.3047685,버스택시과,77704,울산광역시 울주군
동원아파트입구,35.44076746,129.3047207,버스택시과,77705,울산광역시 울주군
"동일2차,동양산우성 입구",35.37163082,129.1491347,교통과,30644,양산시
"동일2차,동양산우성 입구",35.37112006,129.1486464,교통과,30571,양산시
동지마을,35.48723842,129.2835346,버스택시과,24615,울산광역시 울주군
동지마을,35.48732416,129.2836515,버스택시과,24616,울산광역시 울주군
동진성끝,35.48220843,129.4317186,버스택시과,61110,울산광역시 동구
동진성끝,35.48223638,129.4315302,버스택시과,61109,울산광역시 동구
동진수협,35.4849413,129.4296029,버스택시과,61108,울산광역시 동구
동진수협,35.48504398,129.4296524,버스택시과,61107,울산광역시 동구
동천야외물놀이장,35.5674125,129.3509056,버스택시과,62807,울산광역시 중구
동천야외물놀이장,35.56746579,129.3512338,버스택시과,62808,울산광역시 중구
동천탕,35.4931965,129.4207716,버스택시과,70808,울산광역시 동구
동천탕,35.49313643,129.4208485,버스택시과,70807,울산광역시 동구
동편,35.73533237,129.0589876,교통행정과,3066,경주시
동편,35.73538645,129.0592136,교통행정과,3065,경주시
동평교회,35.53049428,129.3274478,버스택시과,23407,울산광역시 남구
동평중학교,35.53362293,129.3242498,버스택시과,12103,울산광역시 남구
동평중학교,35.53368946,129.3243744,버스택시과,12104,울산광역시 남구
동호그린코아,35.61836346,129.0718136,버스택시과,30247,울산광역시 울주군
동호그린코아,35.61847075,129.0715877,버스택시과,30246,울산광역시 울주군
동호아파트앞,35.41238693,129.2803563,버스택시과,31521,울산광역시 울주군
동호아파트앞,35.4123882,129.2806403,버스택시과,31522,울산광역시 울주군
두강팔레스,35.58269526,129.3446045,버스택시과,72604,울산광역시 중구
두광중학교,35.65639347,129.1690079,버스택시과,30314,울산광역시 울주군
두광중학교,35.65625881,129.1686507,버스택시과,30313,울산광역시 울주군
두구동입구,35.29765332,129.1030121,버스운영과,30591,부산광역시
두동농공단지,35.70445182,129.2066105,버스택시과,15206,울산광역시 울주군
두동농공단지,35.70439444,129.2064932,버스택시과,15205,울산광역시 울주군
두동대밀,35.66020709,129.2015926,버스택시과,15230,울산광역시 울주군
두동대밀,35.66023251,129.2014299,버스택시과,15229,울산광역시 울주군
두동면행정복지센터,35.65451898,129.2012752,버스택시과,20711,울산광역시 울주군
두동면행정복지센터,35.65465986,129.2012594,버스택시과,20712,울산광역시 울주군
두동양지,35.65144863,129.2202033,버스택시과,15232,울산광역시 울주군
두동양지,35.64944489,129.2164408,버스택시과,15231,울산광역시 울주군
두동입구,35.65302792,129.1665687,버스택시과,15291,울산광역시 울주군
두동입구,35.65169703,129.1652979,버스택시과,15293,울산광역시 울주군
두동입구,35.65197132,129.1657594,버스택시과,15294,울산광역시 울주군
두레마을,35.55314251,129.2636129,버스택시과,65303,울산광역시 울주군
두레마을,35.55331428,129.2637027,버스택시과,65304,울산광역시 울주군
두서농공단지,35.66806197,129.1742599,버스택시과,30307,울산광역시 울주군
두서농공단지,35.66820078,129.1745002,버스택시과,30308,울산광역시 울주군
두서면행정복지센터,35.64543851,129.1609069,버스택시과,30366,울산광역시 울주군
두서면행정복지센터,35.64561249,129.1604017,버스택시과,30369,울산광역시 울주군
두서면행정복지센터,35.64656746,129.1617308,버스택시과,30365,울산광역시 울주군
두실지하철역,35.25833894,129.0915686,버스운영과,57146,부산광역시
두실지하철역,35.25843507,129.0912252,버스운영과,57141,부산광역시
두왕다리,35.4978917,129.3060838,버스택시과,40103,울산광역시 남구
두왕다리,35.49833743,129.3065411,버스택시과,40104,울산광역시 남구
두왕사거리,35.50575212,129.3089357,버스택시과,31314,울산광역시 남구
두왕사거리,35.50210644,129.3082749,버스택시과,40101,울산광역시 울주군
두왕초등학교,35.51440447,129.2936353,버스택시과,15932,울산광역시 울주군
두왕초등학교,35.51414895,129.2935208,버스택시과,15933,울산광역시 울주군
두현공영주차장,35.52602048,129.2513679,버스택시과,15844,울산광역시 울주군
두현공영주차장,35.52590469,129.251778,버스택시과,15845,울산광역시 울주군
두현교앞,35.52298606,129.2624259,버스택시과,15807,울산광역시 울주군
두현교앞,35.52357334,129.2622219,버스택시과,15808,울산광역시 울주군
두현마을,35.52628385,129.259926,버스택시과,15843,울산광역시 울주군
두현마을,35.52642054,129.2598444,버스택시과,15842,울산광역시 울주군
두현회관앞,35.52693228,129.2601103,버스택시과,15805,울산광역시 울주군
두현회관앞,35.52676774,129.2604157,버스택시과,15806,울산광역시 울주군
둔치임시주차장,35.55096955,129.2889122,버스택시과,21225,울산광역시 중구
둔치임시주차장,35.55107528,129.2890112,버스택시과,21226,울산광역시 중구
뒷농골,35.62658294,129.263811,버스택시과,15271,울산광역시 울주군
뒷농골,35.62674109,129.2638295,버스택시과,15272,울산광역시 울주군
듀퐁앞,35.49533109,129.376196,버스택시과,23534,울산광역시 남구
듀퐁앞,35.495433,129.376111,버스택시과,23533,울산광역시 남구
드림마트,35.50066434,129.4191533,버스택시과,70602,울산광역시 동구
드림마트,35.50060429,129.4192948,버스택시과,70601,울산광역시 동구
들꽃학습원,35.59094474,129.2692573,버스택시과,21329,울산광역시 울주군
들꽃학습원,35.59037915,129.2712987,버스택시과,21330,울산광역시 울주군
들꽃학습원앞,35.59259965,129.2697928,버스택시과,21336,울산광역시 울주군
등억,35.5558289,129.0869873,버스택시과,15330,울산광역시 울주군
등억,35.55607203,129.0866823,버스택시과,15329,울산광역시 울주군
등억삼거리,35.55633616,129.0837861,버스택시과,15320,울산광역시 울주군
등억삼거리,35.55645225,129.0837829,버스택시과,15319,울산광역시 울주군
디아채,35.65454494,129.3511457,버스택시과,71404,울산광역시 북구
디아채,35.65462519,129.351179,버스택시과,71401,울산광역시 북구
라이온스앞,35.57368945,129.3184084,버스택시과,62402,울산광역시 중구
라이온스앞,35.57355424,129.3183804,버스택시과,62403,울산광역시 중구
래미안,35.56658746,129.3382587,버스택시과,73102,울산광역시 중구
래미안,35.5672031,129.3374346,버스택시과,73101,울산광역시 중구
래미안2단지,35.56926688,129.3362064,버스택시과,73106,울산광역시 중구
래미안2단지,35.56965662,129.3361712,버스택시과,73105,울산광역시 중구
럭키아파트앞,35.4103474,129.2813495,버스택시과,25401,울산광역시 울주군
럭키아파트앞,35.41045449,129.2815717,버스택시과,25402,울산광역시 울주군
롯데마트,35.23916902,129.0927024,버스운영과,57172,부산광역시
롯데마트,35.23875225,129.0922076,버스운영과,57161,부산광역시
롯데마트,35.53456159,129.3170427,버스택시과,40407,울산광역시 남구
롯데마트,35.5336866,129.3167411,버스택시과,64201,울산광역시 남구
롯데마트,35.53471109,129.3162966,버스택시과,40408,울산광역시 남구
롯데마트앞,35.53318795,129.3166013,버스택시과,74801,울산광역시 남구
롯데마트진장점,35.57589958,129.3567231,버스택시과,14817,울산광역시 북구
롯데마트진장점,35.57567072,129.3564213,버스택시과,14816,울산광역시 북구
롯데백화점1,35.21280164,129.0796726,버스운영과,58083,부산광역시
롯데백화점후문,35.53791018,129.3378434,버스택시과,40887,울산광역시 남구
롯데인베스,35.530858,129.2973181,버스택시과,75501,울산광역시 남구
롯데인벤스,35.53088992,129.2971558,버스택시과,40920,울산광역시 남구
롯데인벤스앞,35.53064014,129.3308219,버스택시과,40532,울산광역시 남구
롯데인벤스앞,35.52987897,129.3302973,버스택시과,40531,울산광역시 남구
롯데정밀화학,35.52836018,129.3556258,버스택시과,24005,울산광역시 남구
롯데캐슬,35.54831877,129.2543733,버스택시과,76302,울산광역시 남구
롯데캐슬,35.52145585,129.3170651,버스택시과,23808,울산광역시 남구
롯데캐슬,35.52126434,129.3171733,버스택시과,23807,울산광역시 남구
롯데캐슬,35.54854173,129.2541851,버스택시과,76301,울산광역시 남구
롯데캐슬 삼거리,35.52224557,129.3191716,버스택시과,22904,울산광역시 남구
롯데캐슬 삼거리,35.52233555,129.3189483,버스택시과,22903,울산광역시 남구
루첸아파트,35.53176087,129.3152252,버스택시과,31117,울산광역시 남구
루첸아파트,35.53140258,129.3156544,버스택시과,31118,울산광역시 남구
리한,35.64381689,129.365343,버스택시과,25510,울산광역시 북구
리한,35.64366796,129.3652962,버스택시과,25509,울산광역시 북구
마근마을,35.37743257,129.2850502,버스택시과,77303,울산광역시 울주군
마근마을,35.37754616,129.2851776,버스택시과,77304,울산광역시 울주군
마근마을회관,35.37728566,129.2796668,버스택시과,77306,울산광역시 울주군
마동,35.63886107,129.3622882,버스택시과,14114,울산광역시 북구
마동,35.63870316,129.3621276,버스택시과,14115,울산광역시 북구
마디정형외과,35.49318827,129.4263022,버스택시과,61010,울산광역시 동구
마디정형외과,35.49321397,129.4260033,버스택시과,61009,울산광역시 동구
마산,35.53776076,129.1216112,버스택시과,30163,울산광역시 울주군
마산,35.53751946,129.1217537,버스택시과,30162,울산광역시 울주군
마산1길입구,35.53841088,129.1186054,버스택시과,30164,울산광역시 울주군
마산1길입구,35.53858029,129.1189483,버스택시과,30165,울산광역시 울주군
마산입구,35.54010025,129.1095374,버스택시과,66506,울산광역시 울주군
마산입구,35.54010283,129.1101655,버스택시과,30118,울산광역시 울주군
마산입구,35.54030612,129.1101344,버스택시과,66502,울산광역시 울주군
마산입구,35.53978575,129.1098157,버스택시과,30117,울산광역시 울주군
마산입구,35.53956261,129.1098085,버스택시과,30120,울산광역시 울주군
마산입구,35.54019851,129.109576,버스택시과,66507,울산광역시 울주군
마애사앞,35.5776935,129.4383657,버스택시과,61307,울산광역시 북구
마애사앞,35.57785291,129.4382579,버스택시과,61308,울산광역시 북구
막곡,35.36497237,129.2991068,버스택시과,77413,울산광역시 울주군
막곡,35.3647987,129.2991247,버스택시과,77412,울산광역시 울주군
만남의광장,35.55041281,129.298186,버스택시과,21222,울산광역시 중구
만남의광장,35.55025773,129.2981984,버스택시과,21221,울산광역시 중구
만주곡,35.50995318,129.275727,버스택시과,15815,울산광역시 울주군
만주곡,35.5101335,129.2756199,버스택시과,15816,울산광역시 울주군
말미,35.57595742,129.2658756,버스택시과,21103,울산광역시 중구
말미,35.5756801,129.2660713,버스택시과,21104,울산광역시 중구
망성,35.58985176,129.2311093,버스택시과,20736,울산광역시 울주군
망성,35.58923383,129.2309183,버스택시과,20735,울산광역시 울주군
망성교,35.58624282,129.231071,버스택시과,20738,울산광역시 울주군
망성교,35.58624289,129.2309331,버스택시과,20737,울산광역시 울주군
망양마을,35.44998621,129.2952364,버스택시과,22322,울산광역시 울주군
망양마을,35.45012131,129.2953608,버스택시과,22323,울산광역시 울주군
망양역,35.45638937,129.2884741,버스택시과,31500,울산광역시 울주군
망양역,35.45536985,129.2895208,버스택시과,31508,울산광역시 울주군
망양역,35.45490226,129.2890304,버스택시과,31507,울산광역시 울주군
망향동산앞,35.65063796,129.1787452,버스택시과,20704,울산광역시 울주군
망향동산앞,35.65046188,129.1790191,버스택시과,20703,울산광역시 울주군
매곡,35.63933703,129.3636602,버스택시과,14107,울산광역시 북구
매곡,35.63938738,129.3635345,버스택시과,14108,울산광역시 북구
매곡,35.63970552,129.360227,버스택시과,14105,울산광역시 북구
매곡,35.63985536,129.3618899,버스택시과,14110,울산광역시 북구
매곡119안전센터,35.6482032,129.3591636,버스택시과,61402,울산광역시 북구
매곡119안전센터,35.64994377,129.3594933,버스택시과,61403,울산광역시 북구
매곡119안전센터,35.64963508,129.3580677,버스택시과,61401,울산광역시 북구
"매곡에일린의뜰1,2차",35.6363013,129.3633057,버스택시과,14111,울산광역시 북구
"매곡에일린의뜰1,2차",35.63703568,129.3635909,버스택시과,14112,울산광역시 북구
매곡중학교,35.64509825,129.3497297,버스택시과,61501,울산광역시 북구
매곡중학교,35.64544532,129.3493516,버스택시과,61502,울산광역시 북구
매곡푸르지오1차,35.64595865,129.3525689,버스택시과,71422,울산광역시 북구
매곡푸르지오1차,35.64573957,129.3527273,버스택시과,71421,울산광역시 북구
매곡푸르지오아파트,35.64344991,129.3527902,버스택시과,25526,울산광역시 북구
매곡푸르지오아파트,35.64393142,129.3524965,버스택시과,25525,울산광역시 북구
매곡현대아파트,35.64261259,129.3545096,버스택시과,25520,울산광역시 북구
매곡현대아파트,35.64269834,129.3548475,버스택시과,25519,울산광역시 북구
매곡휴먼시아,35.64335454,129.3508445,버스택시과,25530,울산광역시 북구
매곡휴먼시아,35.64345618,129.3506223,버스택시과,25529,울산광역시 북구
먹거리단지,35.55314657,129.2828579,버스택시과,21227,울산광역시 중구
먹거리단지,35.55328545,129.2829293,버스택시과,21228,울산광역시 중구
먹골,35.62579169,129.2864929,버스택시과,21314,울산광역시 울주군
먹골,35.62539887,129.2862751,버스택시과,21313,울산광역시 울주군
메가마트,35.54771107,129.1152159,버스택시과,30109,울산광역시 울주군
메가마트,35.54753263,129.1153685,버스택시과,30110,울산광역시 울주군
메가마트,35.54280956,129.1123255,버스택시과,30116,울산광역시 울주군
메가마트,35.56128385,129.3553885,버스택시과,61202,울산광역시 북구
메가마트,35.56199053,129.3574675,버스택시과,70906,울산광역시 북구
메가마트,35.56266597,129.35714,버스택시과,70905,울산광역시 북구
메아리학교,35.66521703,129.3394643,버스택시과,40310,울산광역시 북구
메아리학교,35.6651625,129.3392449,버스택시과,40309,울산광역시 북구
메이퀸컨벤션,35.48686256,129.4135031,버스택시과,70522,울산광역시 동구
메이퀸컨벤션,35.48670565,129.4134311,버스택시과,70521,울산광역시 동구
면허시험장,35.57806251,129.1002767,버스택시과,30228,울산광역시 울주군
면허시험장,35.57759664,129.1008882,버스택시과,30227,울산광역시 울주군
명덕중학교 앞,35.50276924,129.4246916,버스택시과,26901,울산광역시 동구
명덕중학교 앞,35.50286686,129.4248777,버스택시과,26902,울산광역시 동구
명동,35.59073361,129.1063247,버스택시과,15353,울산광역시 울주군
명동,35.59067585,129.1061836,버스택시과,15354,울산광역시 울주군
명동마을,35.39976551,129.1628189,교통과,30553,양산시
명동마을,35.39878442,129.1626788,교통과,30554,양산시
명동마을,35.51082613,129.3299645,버스택시과,40351,울산광역시 남구
명동마을,35.51055334,129.3303786,버스택시과,40352,울산광역시 남구
명동마을입구,35.5098941,129.3281997,버스택시과,40359,울산광역시 남구
명륜동지하철역,35.21260351,129.0795005,버스운영과,58084,부산광역시
명륜역,35.21352709,129.0796917,버스운영과,58087,부산광역시
명봉마을,35.43555144,129.3135457,버스택시과,77727,울산광역시 울주군
명봉마을,35.43543623,129.3136801,버스택시과,77728,울산광역시 울주군
명산초등학교,35.35148798,129.2953217,버스택시과,77403,울산광역시 울주군
명산초등학교,35.35118334,129.2953871,버스택시과,77404,울산광역시 울주군
명촌동,35.55775563,129.3570042,버스택시과,14806,울산광역시 북구
명촌동,35.55755882,129.3567636,버스택시과,14805,울산광역시 북구
명촌동입구,35.56086668,129.3586316,버스택시과,30641,울산광역시 북구
명촌마을,35.57115194,129.0843271,버스택시과,15316,울산광역시 울주군
명촌마을,35.57117312,129.0844754,버스택시과,15359,울산광역시 울주군
명촌마을 회관 앞,35.57121534,129.084118,버스택시과,15398,울산광역시 울주군
명촌차고지(기점),35.55236195,129.3605786,버스택시과,40344,울산광역시 북구
명촌차고지(종점),35.55245413,129.360804,버스택시과,40343,울산광역시 북구
모듈화산업단지입구,35.57793861,129.3743822,버스택시과,26335,울산광역시 북구
모듈화산업단지입구,35.57772491,129.3743097,버스택시과,26336,울산광역시 북구
모래골,35.56522173,129.0853633,버스택시과,15318,울산광역시 울주군
모래골,35.56380212,129.0846167,버스택시과,15317,울산광역시 울주군
모래불,35.39877591,129.0565818,교통과,59194,양산시
모래불,35.39884706,129.0568943,교통과,59195,양산시
모화,35.68244216,129.3317264,교통행정과,40301,경주시
모화(종점),35.68249705,129.3316981,교통행정과,40302,경주시
모화초등학교,35.67772012,129.3340706,교통행정과,40304,경주시
모화초등학교,35.67790168,129.3335657,교통행정과,40303,경주시
목련아파트앞,35.5394004,129.300934,버스택시과,64101,울산광역시 남구
목련아파트앞,35.53973112,129.300561,버스택시과,64102,울산광역시 남구
목살골목,35.55711824,129.3159684,버스택시과,63113,울산광역시 중구
목살골목,35.55724865,129.3159433,버스택시과,63114,울산광역시 중구
목살골목입구,35.55603119,129.3162788,버스택시과,21004,울산광역시 중구
목살골목입구,35.55579433,129.3160377,버스택시과,21003,울산광역시 중구
목살골목입구,35.55606947,129.3167254,버스택시과,66703,울산광역시 중구
목화맨션앞,35.54446207,129.42581,버스택시과,27303,울산광역시 동구
목화맨션앞,35.54448331,129.4259747,버스택시과,27304,울산광역시 동구
목화아파트,35.50836454,129.3108531,버스택시과,75404,울산광역시 남구
목화아파트,35.50837739,129.3112281,버스택시과,75403,울산광역시 남구
목화예식장앞,35.5378938,129.3307046,버스택시과,40415,울산광역시 남구
못안,35.68351936,129.2260437,버스택시과,15221,울산광역시 울주군
못안,35.68347282,129.226184,버스택시과,15222,울산광역시 울주군
못안입구,35.58265407,129.0992149,버스택시과,15352,울산광역시 울주군
못안입구,35.58250288,129.0992127,버스택시과,15351,울산광역시 울주군
무거동행정복지센터앞,35.55086176,129.2603303,버스택시과,75802,울산광역시 남구
무거동행정복지센터앞,35.55089079,129.2605119,버스택시과,75801,울산광역시 남구
무거시장,35.54844725,129.2593496,버스택시과,65408,울산광역시 남구
무거시장,35.54841063,129.2596718,버스택시과,65407,울산광역시 남구
무거실버복지관,35.53540385,129.2535946,버스택시과,30490,울산광역시 울주군
"무거중,고등학교",35.53657338,129.2517185,버스택시과,65604,울산광역시 남구
무거중고교,35.53755309,129.2523324,버스택시과,76502,울산광역시 남구
무거초등학교,35.55290465,129.2542141,버스택시과,65117,울산광역시 남구
무거초등학교,35.55293379,129.2541162,버스택시과,65118,울산광역시 남구
무거한라아파트,35.5513108,129.2583831,버스택시과,65107,울산광역시 남구
무거현대,35.54786791,129.2546965,버스택시과,76303,울산광역시 남구
무거현대,35.5481136,129.2549275,버스택시과,76304,울산광역시 남구
무궁화아파트,35.42759138,129.3119323,버스택시과,22311,울산광역시 울주군
무궁화아파트,35.42741869,129.3118103,버스택시과,22312,울산광역시 울주군
무동,35.56448562,129.1940838,버스택시과,30433,울산광역시 울주군
무동,35.56337162,129.1901107,버스택시과,30434,울산광역시 울주군
무룡고개,35.58063217,129.3998823,버스택시과,26329,울산광역시 북구
무룡고개,35.58082484,129.4003126,버스택시과,26330,울산광역시 북구
무룡고등학교앞,35.58632876,129.3591693,버스택시과,40330,울산광역시 북구
무룡고등학교앞,35.58470554,129.3591065,버스택시과,40329,울산광역시 북구
무림피앤피사원주택,35.42560105,129.3117936,버스택시과,77737,울산광역시 울주군
문수경기장,35.53806858,129.2600919,버스택시과,40618,울산광역시 남구
문수경기장,35.53748518,129.259273,버스택시과,40617,울산광역시 남구
문수경기장,35.53425145,129.2572321,버스택시과,12704,울산광역시 남구
문수경기장,35.53365837,129.2568754,버스택시과,12701,울산광역시 울주군
문수경기장입구,35.5360291,129.2536479,버스택시과,30713,울산광역시 남구
문수고등학교,35.55536578,129.2659339,버스택시과,76002,울산광역시 남구
문수국제양궁장,35.53043069,129.2686977,버스택시과,22406,울산광역시 남구
"문수데시앙1,2단지",35.52614985,129.2424505,버스택시과,65009,울산광역시 남구
"문수데시앙1,2단지",35.52605943,129.2422783,버스택시과,65010,울산광역시 남구
문수데시앙3단지,35.52588749,129.2437112,버스택시과,65008,울산광역시 남구
문수데시앙3단지,35.52579159,129.2435563,버스택시과,65007,울산광역시 남구
문수로2차아이파크,35.53670843,129.3032963,버스택시과,12411,울산광역시 남구
문수로2차아이파크,35.53662619,129.3031203,버스택시과,74602,울산광역시 남구
문수로2차아이파크1단지,35.5358194,129.3023073,버스택시과,12416,울산광역시 남구
문수로아이파크,35.53778303,129.2972985,버스택시과,40936,울산광역시 남구
문수비스타동원앞,35.54926616,129.2737355,버스택시과,22606,울산광역시 남구
문수비스타동원앞,35.54892,129.2745897,버스택시과,22605,울산광역시 남구
문수비스타동원입구,35.5497402,129.2729883,버스택시과,12203,울산광역시 남구
문수비스타동원입구,35.54993676,129.2733616,버스택시과,12204,울산광역시 남구
문수산더샵정문,35.55129231,129.2515384,버스택시과,65115,울산광역시 남구
문수산더샵정문,35.55134517,129.2517231,버스택시과,65114,울산광역시 남구
문수산더샵후문,35.55006455,129.251909,버스택시과,76402,울산광역시 남구
문수산더샵후문,35.5501587,129.251772,버스택시과,76403,울산광역시 남구
문수실버복지관,35.53559285,129.2509547,버스택시과,65601,울산광역시 남구
문수실버복지관,35.53469835,129.2518083,버스택시과,0,울산광역시 울주군
문수실버복지관,35.53490015,129.2515703,버스택시과,30597,울산광역시 남구
문수중학교,35.53922481,129.2573655,버스택시과,65001,울산광역시 남구
문수중학교,35.53881694,129.2570228,버스택시과,65002,울산광역시 남구
문수초등학교앞,35.5198788,129.2422679,버스택시과,30509,울산광역시 울주군
문수초등학교앞,35.51981177,129.2424851,버스택시과,30510,울산광역시 울주군
문수초등학교정문,35.51845079,129.2408142,버스택시과,65023,울산광역시 남구
문수펠리스후문,35.54967443,129.2559647,버스택시과,65403,울산광역시 남구
문수펠리스후문,35.54958864,129.2562035,버스택시과,65404,울산광역시 남구
문재사거리,35.48727077,129.418311,버스택시과,24241,울산광역시 동구
문재사거리,35.48657628,129.4184946,버스택시과,26705,울산광역시 동구
문재사거리,35.48709528,129.4186056,버스택시과,24242,울산광역시 동구
문현고등학교,35.48235482,129.410328,버스택시과,70515,울산광역시 동구
문현고등학교,35.48238164,129.4102033,버스택시과,70516,울산광역시 동구
문현관앞,35.48739125,129.4167156,버스택시과,24244,울산광역시 동구
문현시장,35.48497602,129.417241,버스택시과,70526,울산광역시 동구
문현시장,35.48486325,129.4172483,버스택시과,70525,울산광역시 동구
문화공원앞,35.54197762,129.3278529,버스택시과,31007,울산광역시 남구
문화공원앞,35.54220282,129.3277395,버스택시과,31008,울산광역시 남구
문화예술회관,35.54312858,129.3253431,버스택시과,40521,울산광역시 남구
문화예술회관앞,35.54262561,129.3260843,버스택시과,40526,울산광역시 남구
문화의거리,35.55606101,129.3211014,버스택시과,66812,울산광역시 중구
문화촌입구,35.67045473,129.2276633,버스택시과,15365,울산광역시 울주군
문화촌입구,35.6706278,129.2278194,버스택시과,15366,울산광역시 울주군
물먹는골,35.58678575,129.4118249,버스택시과,26364,울산광역시 북구
물먹는골,35.58661169,129.4111539,버스택시과,26365,울산광역시 북구
미소지움아파트,35.53135605,129.3205804,버스택시과,64302,울산광역시 남구
미소지움아파트,35.53114234,129.3206029,버스택시과,64301,울산광역시 남구
미소지움입구,35.53086433,129.3182368,버스택시과,74803,울산광역시 남구
미소지움입구,35.53068509,129.3183032,버스택시과,74804,울산광역시 남구
미연,35.55945377,129.1842821,버스택시과,30430,울산광역시 울주군
미연,35.558953,129.1839233,버스택시과,30429,울산광역시 울주군
미포해양개발앞,35.49598441,129.4078595,버스택시과,24245,울산광역시 동구
미호,35.67417946,129.1768682,버스택시과,30305,울산광역시 울주군
미호입구(하동),35.67434632,129.1769359,버스택시과,30306,울산광역시 울주군
미호중동,35.67918043,129.1720983,버스택시과,30447,울산광역시 울주군
미호중동,35.67934738,129.1721072,버스택시과,30448,울산광역시 울주군
바깥시례,35.59583358,129.3389312,버스택시과,11404,울산광역시 중구
바깥시례,35.59624195,129.3398384,버스택시과,11403,울산광역시 중구
바다펜션앞,35.35434726,129.3486342,버스택시과,23342,울산광역시 울주군
바다펜션앞,35.35448117,129.3485831,버스택시과,23343,울산광역시 울주군
박상진4로,35.59990493,129.3627787,버스택시과,40366,울산광역시 북구
박상진의사송정역사공원,35.60256359,129.3608267,버스택시과,40383,울산광역시 북구
박상진의사송정역사공원,35.60270008,129.3610205,버스택시과,40360,울산광역시 북구
박제상유적지,35.65381966,129.230024,버스택시과,15237,울산광역시 울주군
박제상유적지,35.65396289,129.2301964,버스택시과,15238,울산광역시 울주군
박제상유적지입구,35.64758815,129.2093712,버스택시과,15298,울산광역시 울주군
박제상유적지입구,35.64749405,129.2092602,버스택시과,15297,울산광역시 울주군
반계,35.44949369,129.1601662,버스택시과,41288,울산광역시 울주군
반계,35.44958452,129.1601686,버스택시과,41287,울산광역시 울주군
반계입구,35.44823845,129.1628059,버스택시과,41289,울산광역시 울주군
반계입구,35.44832088,129.1629152,버스택시과,41290,울산광역시 울주군
반곡초등학교,35.60275323,129.1399626,버스택시과,30333,울산광역시 울주군
반곡초등학교,35.60299988,129.1404279,버스택시과,30334,울산광역시 울주군
반구1동행정복지센터앞,35.55632186,129.3410334,버스택시과,31707,울산광역시 중구
반구1동행정복지센터앞,35.55645335,129.341255,버스택시과,31708,울산광역시 중구
반구대입구,35.61405701,129.1476028,버스택시과,30326,울산광역시 울주군
반구대입구,35.61390573,129.1472826,버스택시과,30325,울산광역시 울주군
반도유보라,35.60355489,129.3677448,버스택시과,40385,울산광역시 북구
반도유보라정문,35.60112396,129.3657301,버스택시과,40375,울산광역시 북구
반도유보라정문,35.60153066,129.3658729,버스택시과,40374,울산광역시 북구
반석아파트,35.50748146,129.4280979,버스택시과,70505,울산광역시 동구
반석아파트,35.50746965,129.4279871,버스택시과,70506,울산광역시 동구
반송,35.55017819,129.1701166,버스택시과,30421,울산광역시 울주군
반송,35.5502914,129.1700852,버스택시과,30422,울산광역시 울주군
반송교차로,35.5510258,129.1817791,버스택시과,30464,울산광역시 남구
반송교차로,35.55091664,129.1816793,버스택시과,30463,울산광역시 울주군
반용종점,35.63301566,129.2576139,버스택시과,15262,울산광역시 울주군
반용종점,35.63309122,129.2574428,버스택시과,15260,울산광역시 울주군
